"","DBN","SCH_NAME","Cohort.Year","Cohort.Category","Total_Cohort_Num","Total_Grads_Num","Total_Grads_Pct","Total_Regents_Num","TR_Pct_of_Cohort","TR_Pct_of_Grads","Advanced_Regents_Num","AR_Pct_of_Cohort","AR_Pct_of_Grads","Regents_wo_Advanced_Num","RwA_Pct_of_Cohort","RwA_Pct_of_Grads","Local_Num","Local_Pct_of_Cohort","Local_Pct_of_Grads","Still_Enrolled_Num","Still_Enrolled_Pct","Dropped_Out_Num","Dropped_Out_Pct"
"2921","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2005,"4 Year August",92,66,"71.7%",32,"34.8%","48.5%",0,"0.0%","0.0%",32,"34.8%","48.5%",34,"37.0%","51.5%",18,"19.6%",6,"6.5%"
"2922","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2005,"5 Year  June",91,75,"82.4%",37,"40.7%","49.3%",0,"0.0%","0.0%",37,"40.7%","49.3%",38,"41.8%","50.7%",2,"2.2%",13,"14.3%"
"2923","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2005,"6 Year",91,77,"84.6%",38,"41.8%","49.4%",0,"0.0%","0.0%",38,"41.8%","49.4%",39,"42.9%","50.6%",0,"0.0%",13,"14.3%"
"2924","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2006,"4 Year  June",100,60,"60.0%",43,"43.0%","71.7%",0,"0.0%","0.0%",43,"43.0%","71.7%",17,"17.0%","28.3%",17,"17.0%",19,"19.0%"
"2925","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2006,"4 Year August",100,62,"62.0%",43,"43.0%","69.4%",0,"0.0%","0.0%",43,"43.0%","69.4%",19,"19.0%","30.6%",15,"15.0%",19,"19.0%"
"2926","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2006,"5 Year  June",98,64,"65.3%",45,"45.9%","70.3%",0,"0.0%","0.0%",45,"45.9%","70.3%",19,"19.4%","29.7%",4,"4.1%",27,"27.6%"
"2927","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2006,"5 Year August",98,64,"65.3%",45,"45.9%","70.3%",0,"0.0%","0.0%",45,"45.9%","70.3%",19,"19.4%","29.7%",4,"4.1%",27,"27.6%"
"2928","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2006,"6 Year",96,66,"68.8%",46,"47.9%","69.7%",0,"0.0%","0.0%",46,"47.9%","69.7%",20,"20.8%","30.3%",0,"0.0%",27,"28.1%"
"2929","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2007,"4 Year  June",95,68,"71.6%",48,"50.5%","70.6%",2,"2.1%","2.9%",46,"48.4%","67.6%",20,"21.1%","29.4%",10,"10.5%",13,"13.7%"
"2930","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2007,"4 Year August",95,69,"72.6%",49,"51.6%","71.0%",2,"2.1%","2.9%",47,"49.5%","68.1%",20,"21.1%","29.0%",9,"9.5%",13,"13.7%"
"2931","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2007,"5 Year  June",96,75,"78.1%",50,"52.1%","66.7%",2,"2.1%","2.7%",48,"50.0%","64.0%",25,"26.0%","33.3%",2,"2.1%",17,"17.7%"
"2932","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2007,"5 Year August",96,75,"78.1%",50,"52.1%","66.7%",2,"2.1%","2.7%",48,"50.0%","64.0%",25,"26.0%","33.3%",2,"2.1%",17,"17.7%"
"2933","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2007,"6 Year",94,76,"80.9%",50,"53.2%","65.8%",2,"2.1%","2.6%",48,"51.1%","63.2%",26,"27.7%","34.2%",0,"0.0%",16,"17.0%"
"2934","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2008,"4 Year  June",82,53,"64.6%",45,"54.9%","84.9%",2,"2.4%","3.8%",43,"52.4%","81.1%",8,"9.8%","15.1%",18,"22.0%",10,"12.2%"
"2935","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2008,"4 Year August",82,58,"70.7%",49,"59.8%","84.5%",2,"2.4%","3.4%",47,"57.3%","81.0%",9,"11.0%","15.5%",13,"15.9%",10,"12.2%"
"2936","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2008,"5 Year  June",78,58,"74.4%",49,"62.8%","84.5%",2,"2.6%","3.4%",47,"60.3%","81.0%",9,"11.5%","15.5%",3,"3.8%",16,"20.5%"
"2937","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2008,"5 Year August",78,58,"74.4%",49,"62.8%","84.5%",2,"2.6%","3.4%",47,"60.3%","81.0%",9,"11.5%","15.5%",3,"3.8%",16,"20.5%"
"2938","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2008,"6 Year",79,58,"73.4%",49,"62.0%","84.5%",2,"2.5%","3.4%",47,"59.5%","81.0%",9,"11.4%","15.5%",1,"1.3%",19,"24.1%"
"2939","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2009,"4 Year  June",86,43,"50.0%",35,"40.7%","81.4%",2,"2.3%","4.7%",33,"38.4%","76.7%",8,"9.3%","18.6%",25,"29.1%",16,"18.6%"
"2940","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2009,"4 Year August",86,52,"60.5%",43,"50.0%","82.7%",2,"2.3%","3.8%",41,"47.7%","78.8%",9,"10.5%","17.3%",16,"18.6%",16,"18.6%"
"2941","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2009,"5 Year  June",83,54,"65.1%",45,"54.2%","83.3%",2,"2.4%","3.7%",43,"51.8%","79.6%",9,"10.8%","16.7%",1,"1.2%",26,"31.3%"
"2942","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2009,"5 Year August",83,56,"67.5%",47,"56.6%","83.9%",2,"2.4%","3.6%",45,"54.2%","80.4%",9,"10.8%","16.1%",1,"1.2%",24,"28.9%"
"2943","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2009,"6 Year",83,57,"68.7%",48,"57.8%","84.2%",2,"2.4%","3.5%",46,"55.4%","80.7%",9,"10.8%","15.8%",0,"0.0%",24,"28.9%"
"2944","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2010,"4 Year  June",73,48,"65.8%",38,"52.1%","79.2%",0,"0.0%","0.0%",38,"52.1%","79.2%",10,"13.7%","20.8%",12,"16.4%",12,"16.4%"
"2945","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2010,"4 Year August",73,51,"69.9%",41,"56.2%","80.4%",0,"0.0%","0.0%",41,"56.2%","80.4%",10,"13.7%","19.6%",9,"12.3%",12,"16.4%"
"2946","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2010,"5 Year  June",72,52,"72.2%",42,"58.3%","80.8%",0,"0.0%","0.0%",42,"58.3%","80.8%",10,"13.9%","19.2%",1,"1.4%",18,"25.0%"
"2947","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2010,"5 Year August",72,52,"72.2%",42,"58.3%","80.8%",0,"0.0%","0.0%",42,"58.3%","80.8%",10,"13.9%","19.2%",1,"1.4%",18,"25.0%"
"2948","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2011,"4 Year  June",96,70,"72.9%",59,"61.5%","84.3%",0,"0.0%","0.0%",59,"61.5%","84.3%",11,"11.5%","15.7%",12,"12.5%",14,"14.6%"
"2949","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE",2011,"4 Year August",96,71,"74.0%",60,"62.5%","84.5%",0,"0.0%","0.0%",60,"62.5%","84.5%",11,"11.5%","15.5%",11,"11.5%",14,"14.6%"
"2950","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2008,"4 Year  June",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2951","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2008,"4 Year August",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2952","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2009,"4 Year  June",98,32,"32.7%",26,"26.5%","81.3%",0,"0.0%","0.0%",26,"26.5%","81.3%",6,"6.1%","18.8%",56,"57.1%",10,"10.2%"
"2953","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2009,"4 Year August",98,39,"39.8%",31,"31.6%","79.5%",0,"0.0%","0.0%",31,"31.6%","79.5%",8,"8.2%","20.5%",49,"50.0%",10,"10.2%"
"2954","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2009,"5 Year  June",90,48,"53.3%",34,"37.8%","70.8%",0,"0.0%","0.0%",34,"37.8%","70.8%",14,"15.6%","29.2%",14,"15.6%",25,"27.8%"
"2955","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2009,"5 Year August",90,49,"54.4%",35,"38.9%","71.4%",0,"0.0%","0.0%",35,"38.9%","71.4%",14,"15.6%","28.6%",13,"14.4%",25,"27.8%"
"2956","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2009,"6 Year",89,49,"55.1%",35,"39.3%","71.4%",0,"0.0%","0.0%",35,"39.3%","71.4%",14,"15.7%","28.6%",8,"9.0%",30,"33.7%"
"2957","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2010,"4 Year  June",67,26,"38.8%",16,"23.9%","61.5%",0,"0.0%","0.0%",16,"23.9%","61.5%",10,"14.9%","38.5%",23,"34.3%",16,"23.9%"
"2958","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2010,"4 Year August",67,33,"49.3%",19,"28.4%","57.6%",0,"0.0%","0.0%",19,"28.4%","57.6%",14,"20.9%","42.4%",16,"23.9%",16,"23.9%"
"2959","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2010,"5 Year  June",64,38,"59.4%",21,"32.8%","55.3%",0,"0.0%","0.0%",21,"32.8%","55.3%",17,"26.6%","44.7%",5,"7.8%",17,"26.6%"
"2960","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2010,"5 Year August",64,38,"59.4%",21,"32.8%","55.3%",0,"0.0%","0.0%",21,"32.8%","55.3%",17,"26.6%","44.7%",5,"7.8%",17,"26.6%"
"2961","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2011,"4 Year  June",78,50,"64.1%",37,"47.4%","74.0%",0,"0.0%","0.0%",37,"47.4%","74.0%",13,"16.7%","26.0%",18,"23.1%",10,"12.8%"
"2962","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",2011,"4 Year August",78,53,"67.9%",39,"50.0%","73.6%",0,"0.0%","0.0%",39,"50.0%","73.6%",14,"17.9%","26.4%",15,"19.2%",10,"12.8%"
"2963","03M403","THE GLOBAL LEARNING COLLABORATIVE",2007,"6 Year",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2964","03M403","THE GLOBAL LEARNING COLLABORATIVE",2008,"4 Year  June",4,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2965","03M403","THE GLOBAL LEARNING COLLABORATIVE",2008,"4 Year August",4,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2966","03M403","THE GLOBAL LEARNING COLLABORATIVE",2008,"5 Year  June",3,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2967","03M403","THE GLOBAL LEARNING COLLABORATIVE",2008,"5 Year August",3,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2968","03M403","THE GLOBAL LEARNING COLLABORATIVE",2008,"6 Year",3,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2969","03M403","THE GLOBAL LEARNING COLLABORATIVE",2009,"4 Year  June",89,44,"49.4%",40,"44.9%","90.9%",1,"1.1%","2.3%",39,"43.8%","88.6%",4,"4.5%","9.1%",27,"30.3%",16,"18.0%"
"2970","03M403","THE GLOBAL LEARNING COLLABORATIVE",2009,"4 Year August",89,48,"53.9%",44,"49.4%","91.7%",2,"2.2%","4.2%",42,"47.2%","87.5%",4,"4.5%","8.3%",23,"25.8%",16,"18.0%"
"2971","03M403","THE GLOBAL LEARNING COLLABORATIVE",2009,"5 Year  June",88,52,"59.1%",46,"52.3%","88.5%",2,"2.3%","3.8%",44,"50.0%","84.6%",6,"6.8%","11.5%",6,"6.8%",30,"34.1%"
"2972","03M403","THE GLOBAL LEARNING COLLABORATIVE",2009,"5 Year August",88,53,"60.2%",47,"53.4%","88.7%",2,"2.3%","3.8%",45,"51.1%","84.9%",6,"6.8%","11.3%",5,"5.7%",30,"34.1%"
"2973","03M403","THE GLOBAL LEARNING COLLABORATIVE",2009,"6 Year",88,54,"61.4%",48,"54.5%","88.9%",2,"2.3%","3.7%",46,"52.3%","85.2%",6,"6.8%","11.1%",3,"3.4%",31,"35.2%"
"2974","03M403","THE GLOBAL LEARNING COLLABORATIVE",2010,"4 Year  June",92,61,"66.3%",55,"59.8%","90.2%",5,"5.4%","8.2%",50,"54.3%","82.0%",6,"6.5%","9.8%",21,"22.8%",10,"10.9%"
"2975","03M403","THE GLOBAL LEARNING COLLABORATIVE",2010,"4 Year August",92,70,"76.1%",64,"69.6%","91.4%",5,"5.4%","7.1%",59,"64.1%","84.3%",6,"6.5%","8.6%",12,"13.0%",10,"10.9%"
"2976","03M403","THE GLOBAL LEARNING COLLABORATIVE",2010,"5 Year  June",90,72,"80.0%",66,"73.3%","91.7%",5,"5.6%","6.9%",61,"67.8%","84.7%",6,"6.7%","8.3%",5,"5.6%",13,"14.4%"
"2977","03M403","THE GLOBAL LEARNING COLLABORATIVE",2010,"5 Year August",90,73,"81.1%",67,"74.4%","91.8%",5,"5.6%","6.8%",62,"68.9%","84.9%",6,"6.7%","8.2%",4,"4.4%",13,"14.4%"
"2978","03M403","THE GLOBAL LEARNING COLLABORATIVE",2011,"4 Year  June",129,96,"74.4%",83,"64.3%","86.5%",11,"8.5%","11.5%",72,"55.8%","75.0%",13,"10.1%","13.5%",19,"14.7%",14,"10.9%"
"2979","03M403","THE GLOBAL LEARNING COLLABORATIVE",2011,"4 Year August",129,99,"76.7%",85,"65.9%","85.9%",11,"8.5%","11.1%",74,"57.4%","74.7%",14,"10.9%","14.1%",16,"12.4%",14,"10.9%"
"2980","03M404","INNOVATION DIPLOMA PLUS",2004,"6 Year",4,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2981","03M404","INNOVATION DIPLOMA PLUS",2005,"5 Year  June",10,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2982","03M404","INNOVATION DIPLOMA PLUS",2005,"6 Year",11,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"2983","03M404","INNOVATION DIPLOMA PLUS",2006,"4 Year  June",39,11,"28.2%",8,"20.5%","72.7%",0,"0.0%","0.0%",8,"20.5%","72.7%",3,"7.7%","27.3%",26,"66.7%",2,"5.1%"
"2984","03M404","INNOVATION DIPLOMA PLUS",2006,"4 Year August",39,11,"28.2%",8,"20.5%","72.7%",0,"0.0%","0.0%",8,"20.5%","72.7%",3,"7.7%","27.3%",26,"66.7%",2,"5.1%"
"2985","03M404","INNOVATION DIPLOMA PLUS",2006,"5 Year  June",58,22,"37.9%",15,"25.9%","68.2%",0,"0.0%","0.0%",15,"25.9%","68.2%",7,"12.1%","31.8%",25,"43.1%",11,"19.0%"
"2986","03M404","INNOVATION DIPLOMA PLUS",2006,"5 Year August",58,23,"39.7%",16,"27.6%","69.6%",0,"0.0%","0.0%",16,"27.6%","69.6%",7,"12.1%","30.4%",24,"41.4%",11,"19.0%"
"2987","03M404","INNOVATION DIPLOMA PLUS",2006,"6 Year",58,28,"48.3%",17,"29.3%","60.7%",0,"0.0%","0.0%",17,"29.3%","60.7%",11,"19.0%","39.3%",8,"13.8%",21,"36.2%"
"2988","03M404","INNOVATION DIPLOMA PLUS",2007,"4 Year  June",131,29,"22.1%",24,"18.3%","82.8%",0,"0.0%","0.0%",24,"18.3%","82.8%",5,"3.8%","17.2%",83,"63.4%",14,"10.7%"
"2989","03M404","INNOVATION DIPLOMA PLUS",2007,"4 Year August",131,32,"24.4%",27,"20.6%","84.4%",0,"0.0%","0.0%",27,"20.6%","84.4%",5,"3.8%","15.6%",80,"61.1%",14,"10.7%"
"2990","03M404","INNOVATION DIPLOMA PLUS",2007,"5 Year  June",126,47,"37.3%",35,"27.8%","74.5%",0,"0.0%","0.0%",35,"27.8%","74.5%",12,"9.5%","25.5%",31,"24.6%",39,"31.0%"
"2991","03M404","INNOVATION DIPLOMA PLUS",2007,"5 Year August",126,49,"38.9%",36,"28.6%","73.5%",0,"0.0%","0.0%",36,"28.6%","73.5%",13,"10.3%","26.5%",29,"23.0%",39,"31.0%"
"2992","03M404","INNOVATION DIPLOMA PLUS",2007,"6 Year",128,64,"50.0%",44,"34.4%","68.8%",0,"0.0%","0.0%",44,"34.4%","68.8%",20,"15.6%","31.3%",15,"11.7%",38,"29.7%"
"2993","03M404","INNOVATION DIPLOMA PLUS",2008,"4 Year  June",94,10,"10.6%",10,"10.6%","100.0%",0,"0.0%","0.0%",10,"10.6%","100.0%",0,"0.0%","0.0%",58,"61.7%",24,"25.5%"
"2994","03M404","INNOVATION DIPLOMA PLUS",2008,"4 Year August",94,15,"16.0%",15,"16.0%","100.0%",0,"0.0%","0.0%",15,"16.0%","100.0%",0,"0.0%","0.0%",53,"56.4%",24,"25.5%"
"2995","03M404","INNOVATION DIPLOMA PLUS",2008,"5 Year  June",108,36,"33.3%",33,"30.6%","91.7%",0,"0.0%","0.0%",33,"30.6%","91.7%",3,"2.8%","8.3%",33,"30.6%",35,"32.4%"
"2996","03M404","INNOVATION DIPLOMA PLUS",2008,"5 Year August",108,40,"37.0%",37,"34.3%","92.5%",0,"0.0%","0.0%",37,"34.3%","92.5%",3,"2.8%","7.5%",29,"26.9%",35,"32.4%"
"2997","03M404","INNOVATION DIPLOMA PLUS",2008,"6 Year",105,50,"47.6%",44,"41.9%","88.0%",0,"0.0%","0.0%",44,"41.9%","88.0%",6,"5.7%","12.0%",7,"6.7%",45,"42.9%"
"2998","03M404","INNOVATION DIPLOMA PLUS",2009,"4 Year  June",85,7,"8.2%",7,"8.2%","100.0%",0,"0.0%","0.0%",7,"8.2%","100.0%",0,"0.0%","0.0%",66,"77.6%",10,"11.8%"
"2999","03M404","INNOVATION DIPLOMA PLUS",2009,"4 Year August",85,14,"16.5%",14,"16.5%","100.0%",0,"0.0%","0.0%",14,"16.5%","100.0%",0,"0.0%","0.0%",59,"69.4%",10,"11.8%"
"3000","03M404","INNOVATION DIPLOMA PLUS",2009,"5 Year  June",96,33,"34.4%",30,"31.3%","90.9%",0,"0.0%","0.0%",30,"31.3%","90.9%",3,"3.1%","9.1%",32,"33.3%",29,"30.2%"
"3001","03M404","INNOVATION DIPLOMA PLUS",2009,"5 Year August",96,36,"37.5%",33,"34.4%","91.7%",0,"0.0%","0.0%",33,"34.4%","91.7%",3,"3.1%","8.3%",30,"31.3%",28,"29.2%"
"3002","03M404","INNOVATION DIPLOMA PLUS",2009,"6 Year",96,47,"49.0%",43,"44.8%","91.5%",0,"0.0%","0.0%",43,"44.8%","91.5%",4,"4.2%","8.5%",17,"17.7%",30,"31.3%"
"3003","03M404","INNOVATION DIPLOMA PLUS",2010,"4 Year  June",84,11,"13.1%",10,"11.9%","90.9%",0,"0.0%","0.0%",10,"11.9%","90.9%",1,"1.2%","9.1%",66,"78.6%",7,"8.3%"
"3004","03M404","INNOVATION DIPLOMA PLUS",2010,"4 Year August",84,19,"22.6%",17,"20.2%","89.5%",0,"0.0%","0.0%",17,"20.2%","89.5%",2,"2.4%","10.5%",58,"69.0%",7,"8.3%"
"3005","03M404","INNOVATION DIPLOMA PLUS",2010,"5 Year  June",95,38,"40.0%",35,"36.8%","92.1%",0,"0.0%","0.0%",35,"36.8%","92.1%",3,"3.2%","7.9%",35,"36.8%",19,"20.0%"
"3006","03M404","INNOVATION DIPLOMA PLUS",2010,"5 Year August",95,43,"45.3%",39,"41.1%","90.7%",0,"0.0%","0.0%",39,"41.1%","90.7%",4,"4.2%","9.3%",30,"31.6%",19,"20.0%"
"3007","03M404","INNOVATION DIPLOMA PLUS",2011,"4 Year  June",93,3,"3.2%",3,"3.2%","100.0%",0,"0.0%","0.0%",3,"3.2%","100.0%",0,"0.0%","0.0%",85,"91.4%",3,"3.2%"
"3008","03M404","INNOVATION DIPLOMA PLUS",2011,"4 Year August",93,9,"9.7%",7,"7.5%","77.8%",0,"0.0%","0.0%",7,"7.5%","77.8%",2,"2.2%","22.2%",79,"84.9%",3,"3.2%"
"3009","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2001,"4 Year  June",105,63,"60.0%",43,"41.0%","68.3%",3,"2.9%","4.8%",40,"38.1%","63.5%",20,"19.0%","31.7%",20,"19.0%",15,"14.3%"
"3010","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2001,"5 Year  June",105,70,"66.7%",44,"41.9%","62.9%",3,"2.9%","4.3%",41,"39.0%","58.6%",26,"24.8%","37.1%",5,"4.8%",22,"21.0%"
"3011","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2001,"6 Year",105,71,"67.6%",44,"41.9%","62.0%",3,"2.9%","4.2%",41,"39.0%","57.7%",27,"25.7%","38.0%",3,"2.9%",23,"21.9%"
"3012","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2002,"4 Year  June",123,81,"65.9%",64,"52.0%","79.0%",2,"1.6%","2.5%",62,"50.4%","76.5%",17,"13.8%","21.0%",18,"14.6%",15,"12.2%"
"3013","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2002,"5 Year  June",123,91,"74.0%",66,"53.7%","72.5%",2,"1.6%","2.2%",64,"52.0%","70.3%",25,"20.3%","27.5%",3,"2.4%",19,"15.4%"
"3014","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2002,"6 Year",123,92,"74.8%",66,"53.7%","71.7%",2,"1.6%","2.2%",64,"52.0%","69.6%",26,"21.1%","28.3%",2,"1.6%",19,"15.4%"
"3015","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2003,"4 Year  June",154,97,"63.0%",70,"45.5%","72.2%",11,"7.1%","11.3%",59,"38.3%","60.8%",27,"17.5%","27.8%",15,"9.7%",9,"5.8%"
"3016","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2003,"5 Year  June",154,103,"66.9%",70,"45.5%","68.0%",11,"7.1%","10.7%",59,"38.3%","57.3%",33,"21.4%","32.0%",9,"5.8%",9,"5.8%"
"3017","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2003,"6 Year",155,106,"68.4%",71,"45.8%","67.0%",11,"7.1%","10.4%",60,"38.7%","56.6%",35,"22.6%","33.0%",4,"2.6%",12,"7.7%"
"3018","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2004,"4 Year  June",159,97,"61.0%",59,"37.1%","60.8%",7,"4.4%","7.2%",52,"32.7%","53.6%",38,"23.9%","39.2%",44,"27.7%",2,"1.3%"
"3019","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2004,"5 Year  June",145,117,"80.7%",70,"48.3%","59.8%",7,"4.8%","6.0%",63,"43.4%","53.8%",47,"32.4%","40.2%",10,"6.9%",2,"1.4%"
"3020","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2004,"6 Year",148,121,"81.8%",71,"48.0%","58.7%",7,"4.7%","5.8%",64,"43.2%","52.9%",50,"33.8%","41.3%",3,"2.0%",7,"4.7%"
"3021","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2005,"4 Year  June",128,90,"70.3%",67,"52.3%","74.4%",14,"10.9%","15.6%",53,"41.4%","58.9%",23,"18.0%","25.6%",26,"20.3%",1,"0.8%"
"3022","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2005,"4 Year August",128,90,"70.3%",67,"52.3%","74.4%",14,"10.9%","15.6%",53,"41.4%","58.9%",23,"18.0%","25.6%",26,"20.3%",1,"0.8%"
"3023","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2005,"5 Year  June",124,91,"73.4%",67,"54.0%","73.6%",14,"11.3%","15.4%",53,"42.7%","58.2%",24,"19.4%","26.4%",10,"8.1%",7,"5.6%"
"3024","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2005,"6 Year",125,95,"76.0%",70,"56.0%","73.7%",14,"11.2%","14.7%",56,"44.8%","58.9%",25,"20.0%","26.3%",5,"4.0%",10,"8.0%"
"3025","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2006,"4 Year  June",127,71,"55.9%",60,"47.2%","84.5%",19,"15.0%","26.8%",41,"32.3%","57.7%",11,"8.7%","15.5%",43,"33.9%",2,"1.6%"
"3026","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2006,"4 Year August",127,90,"70.9%",73,"57.5%","81.1%",19,"15.0%","21.1%",54,"42.5%","60.0%",17,"13.4%","18.9%",24,"18.9%",2,"1.6%"
"3027","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2006,"5 Year  June",118,95,"80.5%",77,"65.3%","81.1%",20,"16.9%","21.1%",57,"48.3%","60.0%",18,"15.3%","18.9%",5,"4.2%",11,"9.3%"
"3028","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2006,"5 Year August",118,95,"80.5%",77,"65.3%","81.1%",20,"16.9%","21.1%",57,"48.3%","60.0%",18,"15.3%","18.9%",5,"4.2%",11,"9.3%"
"3029","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2006,"6 Year",119,96,"80.7%",78,"65.5%","81.3%",20,"16.8%","20.8%",58,"48.7%","60.4%",18,"15.1%","18.8%",3,"2.5%",11,"9.2%"
"3030","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2007,"4 Year  June",122,73,"59.8%",62,"50.8%","84.9%",7,"5.7%","9.6%",55,"45.1%","75.3%",11,"9.0%","15.1%",28,"23.0%",16,"13.1%"
"3031","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL",2007,"4 Year August",122,76,"62.3%",64,"52.5%","84.2%",7,"5.7%","9.2%",57,"46.7%","75.0%",12,"9.8%","15.8%",25,"20.5%",16,"13.1%"
